OID_,CID,Temp2019,Temp21
870,1,16.9599991,18.6299992
871,1,16.7099991,18.3700008
872,1,16.7299995,18.4500008
873,1,16.8799992,19.1000004
874,1,20.8799992,21.4400005
875,1,16.7999992,18.4500008
876,1,17.8400002,18.9400005
877,1,16.6200008,18.3700008
878,1,19.1100006,20.0499992
879,1,16.8299999,18.5000000
880,1,16.6900005,18.4200001
881,1,16.6299992,18.4799995
882,1,16.7500000,18.5200005
883,1,17.2999992,19.2099991
884,1,16.4799995,18.4300003
885,1,16.8400002,18.1599998
886,1,16.9799995,18.4699993
887,1,17.0599995,18.4599991
888,1,16.8199997,18.5599995
889,1,16.8999996,18.6499996
890,1,17.1200008,18.4799995
891,1,16.7900009,18.4799995
892,1,16.7000008,18.0599995
893,1,17.7299995,19.2000008
894,1,17.7099991,20.6100006
895,1,22.1000004,24.2800007
896,1,22.3099995,23.7700005
897,1,17.9899998,22.2399998
898,1,16.8199997,18.8299999
899,1,17.0100002,21.5100002
900,1,17.1100006,18.8600006
901,1,19.9899998,21.9500008
902,1,17.8600006,19.3500004
903,1,17.5300007,19.1599998
904,1,18.2999992,19.7999992
905,1,16.7399998,18.6200008
906,1,17.0799999,18.6800003
907,1,17.4799995,19.3199997
908,1,22.4300003,22.6399994
909,1,22.2800007,22.3500004
910,1,21.0000000,23.0100002
911,1,17.1100006,19.0599995
912,1,16.9500008,18.4699993
913,1,16.8799992,21.2800007
914,1,16.8199997,18.4799995
915,1,17.8400002,19.9300003
916,1,17.5400009,19.2399998
917,1,17.0200005,19.1800003
918,1,18.1000004,21.7600002
919,1,17.7199993,19.3199997
920,1,16.7199993,18.3999996
921,1,26.9200001,26.0900002
922,1,16.6900005,18.3199997
923,1,16.8099995,18.5699997
924,1,16.8500004,18.3500004
925,1,16.9599991,18.6399994
926,1,17.9500008,19.3799992
927,1,17.0200005,18.1399994
928,1,18.7299995,18.2600002
929,1,16.6100006,18.1900005
930,1,16.7900009,18.1100006
931,1,16.7199993,18.4799995
932,1,16.9200001,18.1800003
933,1,18.0200005,20.4500008
934,1,16.7500000,18.3500004
935,1,16.6000004,18.3999996
936,1,17.4200001,18.8700008
937,1,17.1599998,18.6299992
938,1,17.1000004,18.6200008
939,1,16.7800007,18.7199993
940,1,17.1100006,18.4599991
941,1,17.5599995,18.4899998
942,1,17.1700001,18.5699997
943,1,16.8099995,18.6599998
944,1,16.8400002,18.1299992
945,1,16.6900005,18.5100002
946,1,17.5799999,19.0400009
947,1,16.9699993,18.2099991
948,1,16.7800007,19.7800007
949,1,16.7000008,18.4400005
950,1,18.4799995,19.8299999
951,1,17.0799999,18.5300007
952,1,17.3899994,18.3400002
953,1,16.9799995,18.3999996
954,1,17.1399994,18.0400009
955,1,16.8999996,18.6299992
956,1,17.7199993,19.5400009
957,1,17.4099998,18.2500000
958,1,17.2399998,18.4200001
959,1,16.6599998,18.7099991
960,1,17.2399998,18.6800003
961,1,16.7900009,18.2700005
962,1,17.0300007,18.9099998
963,1,16.7099991,18.0300007
964,1,18.1900005,20.4400005
965,1,18.1700001,19.5499992
966,1,23.2900009,19.7500000
967,1,17.0100002,17.7700005
968,1,17.6200008,18.3500004
969,1,17.3099995,17.7199993
970,1,17.3999996,18.2199993
971,1,17.0900002,17.4099998
972,1,16.9200001,17.3600006
973,1,17.8299999,18.2700005
974,1,17.0000000,17.7900009
975,1,21.8400002,20.5000000
976,1,21.8500004,21.4899998
977,1,17.5799999,17.6900005
978,1,17.2500000,17.6700001
979,1,16.7999992,17.2800007
980,1,22.5400009,21.6900005
981,1,20.1100006,19.8199997
982,1,17.2600002,17.6200008
983,1,17.2000008,17.8700008
984,1,17.2999992,17.6499996
985,1,17.6900005,17.7700005
986,1,16.8299999,17.4500008
987,1,21.0000000,21.2399998
988,1,16.9899998,17.9599991
989,1,17.0100002,17.1599998
990,1,24.3099995,22.1100006
991,1,17.2900009,17.7800007
992,1,16.6900005,17.3799992
993,1,18.6299992,17.7999992
994,1,17.3500004,18.0599995
995,1,18.0699997,18.6299992
996,1,20.2500000,20.3799992
997,1,19.1700001,20.0599995
998,1,18.6900005,20.4599991
999,1,18.2000008,19.3600006
1000,1,21.7900009,20.9300003
