OID_,CID,temp2019,temp2021,temp2019_1,temp2021_1
825,1,17.3199997,19.0200005,17.3199997,19.0200005
826,1,16.9799995,18.5900002,16.9799995,18.5900002
827,1,21.5200005,24.2299995,21.5200005,24.2299995
828,1,17.0400009,18.7900009,17.0400009,18.7900009
829,1,17.2000008,18.7500000,17.2000008,18.7500000
830,1,18.6800003,18.2800007,18.6800003,18.2800007
831,1,17.4400005,18.8299999,17.4400005,18.8299999
832,1,16.8600006,18.3899994,16.8600006,18.3899994
833,1,18.0300007,19.2000008,18.0300007,19.2000008
834,1,16.7299995,18.3500004,16.7299995,18.3500004
835,1,19.8400002,26.8799992,19.8400002,26.8799992
836,1,17.1100006,18.3299999,17.1100006,18.3299999
837,1,17.7199993,19.3700008,17.7199993,19.3700008
838,1,17.0200005,18.6700001,17.0200005,18.6700001
839,1,16.8199997,18.4099998,16.8199997,18.4099998
840,1,16.5400009,18.3799992,16.5400009,18.3799992
841,1,20.8199997,17.7000008,20.8199997,17.7000008
