"","FileName","SceneTemperature","ImagerTemperatureC","GPSLatitude","GPSLongitude","GPSAltitude"
"268","IMG_0291_6.tif",30.99,37.8999877929688,44.1601061,-122.2867203,493.196
"269","IMG_0292_6.tif",37.79,37.8799987792969,44.1603222,-122.2867201,493.112
"270","IMG_0293_6.tif",37.71,37.8799987792969,44.160526,-122.2867199,493.037
"271","IMG_0294_6.tif",38.09,37.8900085449219,44.1605526,-122.2867183,492.475
"272","IMG_0295_6.tif",37.09,37.8799987792969,44.1605505,-122.2867113,492.472
"273","IMG_0296_6.tif",36.6900000000001,37.8799987792969,44.160553,-122.2864692,492.51
"274","IMG_0297_6.tif",36.5700000000001,37.8799987792969,44.1605569,-122.2861903,492.681
"275","IMG_0298_6.tif",37.1300000000001,37.8699890136719,44.1605582,-122.2859007,493.153
"276","IMG_0299_6.tif",37.6900000000001,37.860009765625,44.1605585,-122.2858964,493.014
"277","IMG_0300_6.tif",36.67,37.860009765625,44.1604818,-122.2858913,492.902
"278","IMG_0301_6.tif",32.39,37.860009765625,44.1602602,-122.2858968,492.791
"279","IMG_0302_6.tif",32.97,37.85,44.1600487,-122.2858957,493.107
"280","IMG_0303_6.tif",32.27,37.860009765625,44.1598176,-122.2858891,493.18
"281","IMG_0304_6.tif",31.27,37.860009765625,44.1596307,-122.2858894,493.252
"282","IMG_0305_6.tif",33.83,37.8699890136719,44.1593845,-122.285892,493.435
"283","IMG_0306_6.tif",34.21,37.8900085449219,44.159169,-122.2858921,493.466
"284","IMG_0307_6.tif",34.91,37.9200073242188,44.1589524,-122.2858896,493.37
"285","IMG_0308_6.tif",33.1300000000001,37.9299865722656,44.1587661,-122.2858929,493.026
"286","IMG_0309_6.tif",32.79,37.9500061035156,44.1585499,-122.2858917,493.19
"287","IMG_0310_6.tif",34.09,37.9800048828125,44.1583184,-122.2858936,493.166
"288","IMG_0311_6.tif",37.29,38.0100036621094,44.158045,-122.2858944,493.071
"289","IMG_0312_6.tif",37.1300000000001,38.0200134277344,44.1579156,-122.285896,493.058
"290","IMG_0313_6.tif",37.43,38.0500122070313,44.1576417,-122.2858959,493.088
"291","IMG_0314_6.tif",37.31,38.0800109863281,44.1574839,-122.2858956,493.108
"292","IMG_0315_6.tif",36.89,38.1,44.1572243,-122.2858949,493.058
"293","IMG_0316_6.tif",34.49,38.1199890136719,44.1569944,-122.2858949,493.11
"294","IMG_0317_6.tif",36.77,38.1400085449219,44.1568075,-122.2858949,493.14
"295","IMG_0318_6.tif",37.89,38.1499877929688,44.156604,-122.2858924,493.364
"296","IMG_0319_6.tif",37.49,38.1799865722656,44.1563168,-122.2858934,493.151
"297","IMG_0320_6.tif",37.83,38.1899963378906,44.1561876,-122.2858937,493.1
"298","IMG_0321_6.tif",37.09,38.360009765625,44.156044,-122.2858922,492.517
"299","IMG_0322_6.tif",37.35,38.3699890136719,44.1560431,-122.2858782,492.32
"300","IMG_0323_6.tif",37.6300000000001,38.3999877929688,44.1560389,-122.2855981,492.011
"301","IMG_0324_6.tif",37.53,38.4299865722656,44.1560405,-122.2853424,492.111
"302","IMG_0325_6.tif",38.21,38.4599853515625,44.1560392,-122.2850634,492.576
"303","IMG_0326_6.tif",37.27,38.4699951171875,44.1560407,-122.2850584,492.278
"304","IMG_0327_6.tif",37.29,38.4900146484375,44.1561281,-122.285055,492.074
"305","IMG_0328_6.tif",37.37,38.4699951171875,44.1563379,-122.2850532,492.46
"306","IMG_0329_6.tif",36.6900000000001,38.4699951171875,44.1565517,-122.28505,492.337
"307","IMG_0330_6.tif",33.1900000000001,38.4599853515625,44.1567531,-122.2850489,492.444
"308","IMG_0331_6.tif",38.55,38.4500061035156,44.1569679,-122.2850459,492.547
"309","IMG_0332_6.tif",37.6300000000001,38.4200073242188,44.157184,-122.2850485,492.701
"310","IMG_0333_6.tif",36.67,38.3999877929688,44.1573854,-122.2850492,492.81
