OID_,CID,TIR2009,TIR2009_mask_1,TIR08262019Masknew_1
772,1,17.6000004,176,16.8999996
773,1,17.6000004,176,17.0200005
774,1,17.5000000,175,17.0699997
775,1,17.6000004,176,16.8600006
776,1,17.3999996,174,16.7900009
777,1,17.5000000,175,17.4400005
778,1,17.5000000,175,18.1700001
779,1,17.3999996,174,16.8099995
780,1,17.3999996,174,16.9699993
781,1,17.2999992,173,16.9899998
782,1,17.7999992,178,20.1000004
783,1,17.3999996,174,17.3400002
784,1,17.7000008,177,18.3999996
785,1,17.6000004,176,17.1499996
786,1,17.2999992,173,16.8199997
787,1,18.3999996,184,19.2299995
788,1,17.2999992,173,17.1800003
789,1,17.6000004,176,17.0499992
790,1,17.7000008,177,17.7700005
791,1,17.7999992,178,17.4400005
792,1,17.3999996,174,17.0900002
793,1,17.5000000,175,16.6299992
794,1,17.7999992,178,17.3999996
795,1,17.5000000,175,17.5499992
796,1,17.5000000,175,16.9699993
797,1,17.2999992,173,16.9400005
798,1,17.5000000,175,17.1200008
799,1,17.6000004,176,16.9099998
800,1,17.3999996,174,17.2399998
801,1,17.2999992,173,16.7900009
802,1,17.5000000,175,17.2000008
803,1,17.3999996,174,17.2000008
804,1,17.3999996,174,16.8700008
805,1,17.6000004,176,16.7999992
806,1,17.3999996,174,16.7500000
807,1,17.2999992,173,17.5300007
808,1,17.5000000,175,17.1599998
809,1,17.3999996,174,17.1499996
810,1,17.3999996,174,17.1200008
811,1,17.3999996,174,17.3099995
812,1,17.5000000,175,16.8600006
813,1,17.2999992,173,17.1100006
814,1,17.7000008,177,16.8700008
815,1,17.8999996,179,17.0499992
816,1,17.3999996,174,16.7900009
817,1,17.5000000,175,16.3199997
818,1,17.3999996,174,18.1000004
819,1,17.2999992,173,16.6299992
820,1,17.3999996,174,17.7399998
821,1,17.2999992,173,17.7199993
822,1,18.5000000,185,17.7999992
823,1,17.3999996,174,17.9500008
824,1,17.3999996,174,16.5699997
825,1,17.5000000,175,16.0400009
826,1,17.5000000,175,16.3500004
827,1,17.6000004,176,17.4300003
828,1,17.3999996,174,16.8400002
829,1,17.5000000,175,18.5300007
830,1,17.3999996,174,16.4099998
831,1,18.1000004,181,17.4799995
832,1,17.6000004,176,17.5000000
833,1,17.5000000,175,16.3500004
834,1,17.3999996,174,16.9300003
835,1,17.3999996,174,17.3799992
836,1,17.5000000,175,18.8299999
837,1,17.3999996,174,17.0200005
838,1,17.5000000,175,16.9400005
839,1,17.6000004,176,16.0100002
840,1,17.3999996,174,16.9799995
841,1,17.2999992,173,16.7800007
842,1,17.5000000,175,16.5499992
843,1,18.0000000,180,15.9200001
844,1,17.5000000,175,16.8400002
845,1,17.6000004,176,17.2299995
846,1,17.2999992,173,17.0200005
847,1,17.5000000,175,16.9500008
848,1,17.3999996,174,17.0499992
849,1,17.5000000,175,17.6700001
850,1,17.3999996,174,17.7000008
851,1,17.2999992,173,19.1100006
852,1,17.3999996,174,16.9200001
853,1,17.6000004,176,17.1700001
854,1,17.5000000,175,17.7299995
855,1,17.5000000,175,17.1100006
856,1,17.5000000,175,20.5599995
857,1,17.3999996,174,17.4300003
858,1,17.3999996,174,17.3199997
859,1,17.5000000,175,17.3899994
860,1,18.1000004,181,17.8899994
861,1,17.2999992,173,16.9799995
862,1,17.2999992,173,17.1900005
863,1,17.5000000,175,16.4899998
864,1,17.3999996,174,17.1900005
865,1,17.2999992,173,17.1100006
866,1,17.2999992,173,16.9099998
867,1,17.5000000,175,17.0200005
868,1,17.6000004,176,16.9500008
869,1,17.6000004,176,18.1200008
870,1,17.5000000,175,17.1499996
871,1,17.2999992,173,16.5699997
872,1,17.3999996,174,17.3700008
873,1,17.3999996,174,17.7000008
874,1,19.2000008,192,17.5400009
875,1,17.3999996,174,16.9799995
876,1,17.2999992,173,16.9799995
877,1,17.3999996,174,15.8100004
878,1,17.8999996,179,15.8900003
879,1,17.5000000,175,16.6000004
880,1,17.3999996,174,16.7900009
881,1,17.3999996,174,18.9599991
882,1,17.3999996,174,17.4099998
883,1,17.2999992,173,17.0499992
884,1,17.5000000,175,17.0000000
885,1,17.3999996,174,18.2199993
886,1,17.6000004,176,16.4099998
887,1,17.5000000,175,17.1299992
888,1,17.5000000,175,17.0100002
889,1,17.3999996,174,17.3099995
890,1,17.5000000,175,17.4099998
891,1,17.3999996,174,16.9799995
892,1,17.5000000,175,17.2299995
893,1,17.2999992,173,17.4599991
894,1,17.2999992,173,15.8500004
895,1,17.3999996,174,17.0900002
896,1,17.3999996,174,16.8500004
897,1,17.3999996,174,17.0599995
898,1,17.6000004,176,18.1399994
899,1,17.5000000,175,17.1700001
900,1,17.5000000,175,16.6399994
901,1,17.3999996,174,17.3899994
902,1,17.2999992,173,17.0400009
903,1,20.1000004,201,15.6000004
904,1,17.6000004,176,17.1100006
905,1,17.3999996,174,17.2700005
906,1,17.3999996,174,17.0100002
907,1,17.3999996,174,16.1900005
908,1,17.3999996,174,17.7600002
909,1,17.5000000,175,16.1599998
910,1,17.6000004,176,16.1499996
911,1,17.3999996,174,17.0599995
912,1,17.6000004,176,17.4200001
913,1,17.3999996,174,18.0900002
914,1,17.5000000,175,17.7800007
915,1,17.5000000,175,17.8500004
916,1,17.3999996,174,16.8999996
917,1,17.3999996,174,16.6299992
918,1,17.5000000,175,16.3099995
919,1,17.3999996,174,17.8600006
920,1,17.3999996,174,17.0599995
921,1,18.2000008,182,15.8100004
922,1,17.3999996,174,17.4899998
923,1,17.5000000,175,17.6399994
924,1,17.2999992,173,17.5699997
925,1,17.3999996,174,17.3600006
926,1,17.5000000,175,17.0100002
927,1,17.3999996,174,17.2099991
928,1,17.5000000,175,15.6300001
929,1,17.2999992,173,16.8600006
930,1,18.2000008,182,16.7099991
931,1,17.6000004,176,18.5000000
932,1,17.5000000,175,16.2500000
933,1,17.3999996,174,15.9499998
934,1,17.5000000,175,16.1299992
935,1,17.3999996,174,19.2099991
936,1,17.5000000,175,17.3099995
937,1,17.3999996,174,18.1200008
938,1,17.3999996,174,16.6700001
939,1,18.6000004,186,17.1200008
940,1,17.5000000,175,17.4200001
941,1,17.3999996,174,17.2800007
942,1,17.3999996,174,16.7399998
943,1,17.5000000,175,17.3700008
944,1,21.0000000,210,17.6399994
945,1,17.5000000,175,16.6100006
946,1,19.2999992,193,16.0000000
947,1,17.3999996,174,18.3700008
948,1,17.6000004,176,16.9200001
949,1,17.2999992,173,16.6299992
950,1,17.2999992,173,17.0499992
951,1,17.5000000,175,17.1000004
952,1,17.3999996,174,18.2199993
953,1,17.2999992,173,16.8099995
954,1,18.3999996,184,20.3999996
955,1,17.2999992,173,17.9899998
956,1,17.3999996,174,18.6700001
957,1,17.3999996,174,17.0100002
958,1,17.2999992,173,16.5799999
959,1,17.3999996,174,16.5599995
960,1,18.2999992,183,15.4200001
961,1,21.3999996,214,15.7200003
962,1,19.0000000,190,16.2000008
963,1,17.5000000,175,16.2600002
964,1,18.3999996,184,17.1299992
965,1,17.7000008,177,16.6499996
966,1,17.5000000,175,15.8100004
967,1,17.5000000,175,15.9700003
968,1,17.6000004,176,16.2700005
969,1,17.5000000,175,16.8099995
970,1,17.6000004,176,16.3099995
971,1,17.6000004,176,16.5100002
972,1,17.5000000,175,16.3999996
973,1,17.5000000,175,16.7500000
974,1,17.5000000,175,17.6000004
975,1,17.7000008,177,16.6900005
976,1,18.2000008,182,16.5300007
977,1,17.7000008,177,15.8000002
978,1,17.5000000,175,17.3099995
979,1,17.6000004,176,16.3899994
980,1,17.7000008,177,16.4500008
981,1,17.5000000,175,16.5499992
982,1,18.1000004,181,16.3899994
983,1,17.5000000,175,16.1900005
984,1,17.6000004,176,16.5400009
985,1,17.7000008,177,16.5699997
986,1,17.5000000,175,17.9899998
987,1,17.5000000,175,16.7099991
988,1,17.3999996,174,16.2199993
989,1,17.7000008,177,17.2000008
990,1,18.3999996,184,15.9600000
991,1,17.6000004,176,16.2999992
992,1,18.1000004,181,16.8700008
993,1,17.6000004,176,15.9899998
994,1,17.5000000,175,16.0799999
995,1,17.6000004,176,16.4300003
996,1,17.5000000,175,17.8299999
997,1,17.5000000,175,16.6299992
998,1,17.7999992,178,18.7600002
999,1,17.5000000,175,16.2399998
1000,1,17.3999996,174,16.2800007
