OID_,CID,TIR08262019Masknew_1,TIR07152021Masknew_1
869,1,17.1299992,18.3799992
870,1,17.1000004,18.9200001
871,1,16.7000008,18.3999996
872,1,17.7600002,20.1499996
873,1,18.0799999,19.2500000
874,1,16.6800003,18.2399998
875,1,17.0699997,18.8700008
876,1,16.9099998,18.3299999
877,1,16.8500004,18.8099995
878,1,16.6299992,18.3899994
879,1,17.0799999,18.7199993
880,1,17.3999996,19.0400009
881,1,16.5699997,18.2600002
882,1,17.9500008,19.3999996
883,1,17.0799999,18.7299995
884,1,15.8400002,17.0599995
885,1,16.7999992,18.6000004
886,1,17.3400002,17.8299999
887,1,17.3299999,18.7299995
888,1,17.1000004,18.5100002
889,1,17.2000008,19.0599995
890,1,17.2500000,17.9099998
891,1,16.9200001,17.4899998
892,1,17.5300007,18.7600002
893,1,17.2700005,17.9899998
894,1,17.2999992,17.6200008
895,1,17.3299999,17.6200008
896,1,17.1000004,18.7999992
897,1,17.7099991,18.1499996
898,1,17.0900002,17.8400002
899,1,17.3400002,18.7399998
900,1,17.0599995,17.4400005
901,1,17.1000004,18.2500000
902,1,17.4099998,18.6800003
903,1,17.1399994,18.1900005
904,1,15.9399996,17.3199997
905,1,17.5499992,18.0799999
906,1,17.2600002,18.4599991
907,1,17.5100002,19.1499996
908,1,17.1700001,18.3299999
909,1,17.0499992,18.3999996
910,1,17.2399998,18.3099995
911,1,17.1900005,18.2700005
912,1,16.4200001,17.4500008
913,1,17.7600002,18.3799992
914,1,17.1800003,18.3299999
915,1,17.5000000,19.2600002
916,1,17.5599995,18.7800007
917,1,16.7299995,18.6299992
918,1,17.0900002,17.9899998
919,1,16.8899994,18.6200008
920,1,17.3299999,18.7199993
921,1,16.6000004,18.1499996
922,1,17.1299992,18.3700008
923,1,17.1800003,18.9400005
924,1,16.6900005,18.6599998
925,1,17.2099991,18.3799992
926,1,17.0400009,18.2700005
927,1,15.4300003,16.3799992
928,1,17.3999996,18.1399994
929,1,17.7199993,17.8500004
930,1,15.8299999,17.0300007
931,1,16.2600002,16.9599991
932,1,17.3099995,17.5100002
933,1,16.0799999,16.9099998
934,1,15.3299999,16.8999996
935,1,15.8699999,16.7800007
936,1,15.6999998,17.1800003
937,1,15.4200001,16.3899994
938,1,17.0400009,17.9300003
939,1,15.4899998,16.6200008
940,1,17.3299999,17.4799995
941,1,17.0400009,17.3299999
942,1,15.2700005,16.7099991
943,1,16.9799995,17.4899998
944,1,17.0699997,17.6499996
945,1,17.2500000,17.7900009
946,1,17.3700008,18.0000000
947,1,14.9399996,16.7500000
948,1,15.1899996,16.4099998
949,1,15.4600000,16.4599991
950,1,17.3700008,17.5799999
951,1,17.0599995,17.6100006
952,1,17.1100006,17.4899998
953,1,15.6400003,17.2500000
954,1,20.2900009,20.3799992
955,1,17.2900009,17.7700005
956,1,16.3400002,17.0300007
957,1,16.9500008,17.5599995
958,1,17.2099991,18.0699997
959,1,15.2600002,16.5000000
960,1,16.5000000,17.2700005
961,1,15.5500002,16.5000000
962,1,16.9099998,17.4599991
963,1,16.4899998,17.3199997
964,1,15.3199997,16.6900005
965,1,15.4600000,16.8199997
966,1,15.4099998,17.1200008
967,1,17.5100002,17.6200008
968,1,17.0799999,17.6399994
969,1,15.5500002,16.5499992
970,1,16.4699993,17.3299999
971,1,15.7200003,16.5499992
972,1,17.2000008,17.8299999
973,1,16.3400002,16.9099998
974,1,17.5000000,17.9200001
975,1,16.5900002,17.0699997
976,1,15.3400002,16.5599995
977,1,15.5400000,16.6599998
978,1,15.8100004,16.6200008
979,1,15.5100002,16.6100006
980,1,17.2000008,17.7199993
981,1,16.7399998,17.3600006
982,1,15.3500004,17.2999992
983,1,15.2799997,16.6000004
984,1,15.7600002,16.6399994
985,1,17.0000000,17.6200008
986,1,16.4400005,17.0499992
987,1,15.5299997,16.7700005
988,1,17.0499992,18.5000000
989,1,16.8999996,17.5699997
990,1,17.0499992,17.8500004
991,1,16.8400002,17.5200005
992,1,15.2399998,17.0900002
993,1,15.2900000,17.4300003
994,1,15.8299999,16.6399994
995,1,17.1700001,17.6800003
996,1,15.5200005,17.1499996
997,1,16.6399994,17.7099991
998,1,17.6200008,17.6900005
999,1,16.7800007,17.3700008
1000,1,17.1200008,17.2199993
